count,action_taken,county_name,state_name,race
700,1,,,1
3435,3,,,1
5,1,,Alabama,1
69,3,,Alabama,1
127,1,Autauga County,Alabama,1
72,3,Autauga County,Alabama,1
160,1,Baldwin County,Alabama,1
124,3,Baldwin County,Alabama,1
28,1,Barbour County,Alabama,1
52,3,Barbour County,Alabama,1
21,1,Bibb County,Alabama,1
29,3,Bibb County,Alabama,1
27,1,Blount County,Alabama,1
11,3,Blount County,Alabama,1
23,1,Bullock County,Alabama,1
59,3,Bullock County,Alabama,1
36,1,Butler County,Alabama,1
63,3,Butler County,Alabama,1
164,1,Calhoun County,Alabama,1
161,3,Calhoun County,Alabama,1
61,1,Chambers County,Alabama,1
79,3,Chambers County,Alabama,1
10,1,Cherokee County,Alabama,1
12,3,Cherokee County,Alabama,1
31,1,Chilton County,Alabama,1
47,3,Chilton County,Alabama,1
22,1,Choctaw County,Alabama,1
36,3,Choctaw County,Alabama,1
58,1,Clarke County,Alabama,1
55,3,Clarke County,Alabama,1
10,1,Clay County,Alabama,1
16,3,Clay County,Alabama,1
2,1,Cleburne County,Alabama,1
5,3,Cleburne County,Alabama,1
100,1,Coffee County,Alabama,1
67,3,Coffee County,Alabama,1
95,1,Colbert County,Alabama,1
59,3,Colbert County,Alabama,1
20,1,Conecuh County,Alabama,1
20,3,Conecuh County,Alabama,1
13,1,Coosa County,Alabama,1
14,3,Coosa County,Alabama,1
21,1,Covington County,Alabama,1
27,3,Covington County,Alabama,1
18,1,Crenshaw County,Alabama,1
18,3,Crenshaw County,Alabama,1
20,1,Cullman County,Alabama,1
13,3,Cullman County,Alabama,1
59,1,Dale County,Alabama,1
55,3,Dale County,Alabama,1
113,1,Dallas County,Alabama,1
117,3,Dallas County,Alabama,1
25,1,DeKalb County,Alabama,1
7,3,DeKalb County,Alabama,1
146,1,Elmore County,Alabama,1
154,3,Elmore County,Alabama,1
49,1,Escambia County,Alabama,1
61,3,Escambia County,Alabama,1
97,1,Etowah County,Alabama,1
93,3,Etowah County,Alabama,1
12,1,Fayette County,Alabama,1
13,3,Fayette County,Alabama,1
11,1,Franklin County,Alabama,1
13,3,Franklin County,Alabama,1
23,1,Geneva County,Alabama,1
16,3,Geneva County,Alabama,1
25,1,Greene County,Alabama,1
35,3,Greene County,Alabama,1
57,1,Hale County,Alabama,1
40,3,Hale County,Alabama,1
16,1,Henry County,Alabama,1
23,3,Henry County,Alabama,1
176,1,Houston County,Alabama,1
163,3,Houston County,Alabama,1
18,1,Jackson County,Alabama,1
21,3,Jackson County,Alabama,1
2105,1,Jefferson County,Alabama,1
1670,3,Jefferson County,Alabama,1
5,1,Lamar County,Alabama,1
11,3,Lamar County,Alabama,1
57,1,Lauderdale County,Alabama,1
46,3,Lauderdale County,Alabama,1
38,1,Lawrence County,Alabama,1
39,3,Lawrence County,Alabama,1
365,1,Lee County,Alabama,1
286,3,Lee County,Alabama,1
197,1,Limestone County,Alabama,1
91,3,Limestone County,Alabama,1
32,1,Lowndes County,Alabama,1
57,3,Lowndes County,Alabama,1
41,1,Macon County,Alabama,1
98,3,Macon County,Alabama,1
1100,1,Madison County,Alabama,1
586,3,Madison County,Alabama,1
59,1,Marengo County,Alabama,1
70,3,Marengo County,Alabama,1
6,1,Marion County,Alabama,1
4,3,Marion County,Alabama,1
35,1,Marshall County,Alabama,1
26,3,Marshall County,Alabama,1
838,1,Mobile County,Alabama,1
753,3,Mobile County,Alabama,1
32,1,Monroe County,Alabama,1
46,3,Monroe County,Alabama,1
1066,1,Montgomery County,Alabama,1
757,3,Montgomery County,Alabama,1
124,1,Morgan County,Alabama,1
115,3,Morgan County,Alabama,1
13,1,Perry County,Alabama,1
30,3,Perry County,Alabama,1
29,1,Pickens County,Alabama,1
35,3,Pickens County,Alabama,1
51,1,Pike County,Alabama,1
47,3,Pike County,Alabama,1
18,1,Randolph County,Alabama,1
28,3,Randolph County,Alabama,1
255,1,Russell County,Alabama,1
141,3,Russell County,Alabama,1
515,1,Shelby County,Alabama,1
260,3,Shelby County,Alabama,1
127,1,St. Clair County,Alabama,1
100,3,St. Clair County,Alabama,1
24,1,Sumter County,Alabama,1
35,3,Sumter County,Alabama,1
125,1,Talladega County,Alabama,1
229,3,Talladega County,Alabama,1
44,1,Tallapoosa County,Alabama,1
99,3,Tallapoosa County,Alabama,1
530,1,Tuscaloosa County,Alabama,1
386,3,Tuscaloosa County,Alabama,1
26,1,Walker County,Alabama,1
45,3,Walker County,Alabama,1
10,1,Washington County,Alabama,1
50,3,Washington County,Alabama,1
19,1,Wilcox County,Alabama,1
32,3,Wilcox County,Alabama,1
2,1,Winston County,Alabama,1
2,3,Winston County,Alabama,1
14,3,,Alaska,1
1,1,Aleutians East Borough,Alaska,1
2,3,Aleutians East Borough,Alaska,1
1,1,Aleutians West Census Area,Alaska,1
1,3,Aleutians West Census Area,Alaska,1
943,1,Anchorage Municipality,Alaska,1
247,3,Anchorage Municipality,Alaska,1
22,1,Bethel Census Area,Alaska,1
11,3,Bethel Census Area,Alaska,1
2,1,Bristol Bay Borough,Alaska,1
3,3,Bristol Bay Borough,Alaska,1
1,1,Denali Borough,Alaska,1
13,1,Dillingham Census Area,Alaska,1
3,3,Dillingham Census Area,Alaska,1
140,1,Fairbanks North Star Borough,Alaska,1
44,3,Fairbanks North Star Borough,Alaska,1
4,1,Haines Borough,Alaska,1
1,3,Haines Borough,Alaska,1
2,1,Hoonah-Angoon Census Area,Alaska,1
69,1,Juneau City and Borough,Alaska,1
16,3,Juneau City and Borough,Alaska,1
77,1,Kenai Peninsula Borough,Alaska,1
12,3,Kenai Peninsula Borough,Alaska,1
23,1,Ketchikan Gateway Borough,Alaska,1
9,3,Ketchikan Gateway Borough,Alaska,1
39,1,Kodiak Island Borough,Alaska,1
14,3,Kodiak Island Borough,Alaska,1
1,3,Lake and Peninsula Borough,Alaska,1
211,1,Matanuska-Susitna Borough,Alaska,1
45,3,Matanuska-Susitna Borough,Alaska,1
14,1,Nome Census Area,Alaska,1
11,3,Nome Census Area,Alaska,1
11,1,North Slope Borough,Alaska,1
6,3,North Slope Borough,Alaska,1
9,1,Northwest Arctic Borough,Alaska,1
3,3,Northwest Arctic Borough,Alaska,1
1,1,Petersburg Census Area,Alaska,1
7,1,Prince of Wales-Hyder Census Area,Alaska,1
3,3,Prince of Wales-Hyder Census Area,Alaska,1
11,1,Sitka City and Borough,Alaska,1
3,3,Sitka City and Borough,Alaska,1
5,1,Southeast Fairbanks Census Area,Alaska,1
1,3,Southeast Fairbanks Census Area,Alaska,1
13,1,Valdez-Cordova Census Area,Alaska,1
1,3,Valdez-Cordova Census Area,Alaska,1
1,1,Wade Hampton Census Area,Alaska,1
1,3,Wade Hampton Census Area,Alaska,1
3,1,Wrangell City and Borough,Alaska,1
1,3,Wrangell City and Borough,Alaska,1
1,1,Yakutat City and Borough,Alaska,1
1,3,Yakutat City and Borough,Alaska,1
2,3,Yukon-Koyukuk Census Area,Alaska,1
79,3,,Arizona,1
50,1,Apache County,Arizona,1
111,3,Apache County,Arizona,1
124,1,Cochise County,Arizona,1
51,3,Cochise County,Arizona,1
115,1,Coconino County,Arizona,1
216,3,Coconino County,Arizona,1
11,1,Gila County,Arizona,1
7,3,Gila County,Arizona,1
27,1,Graham County,Arizona,1
8,3,Graham County,Arizona,1
4,1,Greenlee County,Arizona,1
1,3,Greenlee County,Arizona,1
5,1,La Paz County,Arizona,1
6,3,La Paz County,Arizona,1
6271,1,Maricopa County,Arizona,1
1802,3,Maricopa County,Arizona,1
90,1,Mohave County,Arizona,1
41,3,Mohave County,Arizona,1
40,1,Navajo County,Arizona,1
88,3,Navajo County,Arizona,1
1033,1,Pima County,Arizona,1
304,3,Pima County,Arizona,1
466,1,Pinal County,Arizona,1
187,3,Pinal County,Arizona,1
12,1,Santa Cruz County,Arizona,1
3,3,Santa Cruz County,Arizona,1
91,1,Yavapai County,Arizona,1
32,3,Yavapai County,Arizona,1
93,1,Yuma County,Arizona,1
34,3,Yuma County,Arizona,1
46,3,,Arkansas,1
14,1,Arkansas County,Arkansas,1
20,3,Arkansas County,Arkansas,1
7,1,Ashley County,Arkansas,1
25,3,Ashley County,Arkansas,1
5,1,Baxter County,Arkansas,1
9,3,Baxter County,Arkansas,1
318,1,Benton County,Arkansas,1
77,3,Benton County,Arkansas,1
4,1,Boone County,Arkansas,1
7,3,Boone County,Arkansas,1
5,1,Bradley County,Arkansas,1
19,3,Bradley County,Arkansas,1
8,1,Calhoun County,Arkansas,1
4,3,Calhoun County,Arkansas,1
11,1,Carroll County,Arkansas,1
11,3,Carroll County,Arkansas,1
6,1,Chicot County,Arkansas,1
34,3,Chicot County,Arkansas,1
24,1,Clark County,Arkansas,1
41,3,Clark County,Arkansas,1
1,3,Clay County,Arkansas,1
3,1,Cleburne County,Arkansas,1
1,3,Cleburne County,Arkansas,1
5,1,Cleveland County,Arkansas,1
5,3,Cleveland County,Arkansas,1
34,1,Columbia County,Arkansas,1
47,3,Columbia County,Arkansas,1
12,1,Conway County,Arkansas,1
23,3,Conway County,Arkansas,1
72,1,Craighead County,Arkansas,1
49,3,Craighead County,Arkansas,1
43,1,Crawford County,Arkansas,1
14,3,Crawford County,Arkansas,1
129,1,Crittenden County,Arkansas,1
107,3,Crittenden County,Arkansas,1
19,1,Cross County,Arkansas,1
29,3,Cross County,Arkansas,1
9,1,Dallas County,Arkansas,1
23,3,Dallas County,Arkansas,1
17,1,Desha County,Arkansas,1
18,3,Desha County,Arkansas,1
16,1,Drew County,Arkansas,1
28,3,Drew County,Arkansas,1
125,1,Faulkner County,Arkansas,1
79,3,Faulkner County,Arkansas,1
3,1,Franklin County,Arkansas,1
5,3,Franklin County,Arkansas,1
2,1,Fulton County,Arkansas,1
3,3,Fulton County,Arkansas,1
57,1,Garland County,Arkansas,1
61,3,Garland County,Arkansas,1
6,1,Grant County,Arkansas,1
8,3,Grant County,Arkansas,1
5,1,Greene County,Arkansas,1
6,3,Greene County,Arkansas,1
12,1,Hempstead County,Arkansas,1
38,3,Hempstead County,Arkansas,1
14,1,Hot Spring County,Arkansas,1
19,3,Hot Spring County,Arkansas,1
7,1,Howard County,Arkansas,1
15,3,Howard County,Arkansas,1
7,1,Independence County,Arkansas,1
5,3,Independence County,Arkansas,1
2,1,Izard County,Arkansas,1
1,3,Izard County,Arkansas,1
3,1,Jackson County,Arkansas,1
5,3,Jackson County,Arkansas,1
210,1,Jefferson County,Arkansas,1
210,3,Jefferson County,Arkansas,1
10,1,Johnson County,Arkansas,1
3,3,Johnson County,Arkansas,1
8,1,Lafayette County,Arkansas,1
10,3,Lafayette County,Arkansas,1
2,1,Lawrence County,Arkansas,1
8,1,Lee County,Arkansas,1
16,3,Lee County,Arkansas,1
7,1,Lincoln County,Arkansas,1
14,3,Lincoln County,Arkansas,1
11,1,Little River County,Arkansas,1
20,3,Little River County,Arkansas,1
7,1,Logan County,Arkansas,1
7,3,Logan County,Arkansas,1
49,1,Lonoke County,Arkansas,1
30,3,Lonoke County,Arkansas,1
1,1,Madison County,Arkansas,1
3,3,Madison County,Arkansas,1
1,1,Marion County,Arkansas,1
1,3,Marion County,Arkansas,1
52,1,Miller County,Arkansas,1
45,3,Miller County,Arkansas,1
82,1,Mississippi County,Arkansas,1
70,3,Mississippi County,Arkansas,1
7,1,Monroe County,Arkansas,1
26,3,Monroe County,Arkansas,1
1,1,Montgomery County,Arkansas,1
7,3,Montgomery County,Arkansas,1
6,1,Nevada County,Arkansas,1
14,3,Nevada County,Arkansas,1
1,1,Newton County,Arkansas,1
68,1,Ouachita County,Arkansas,1
75,3,Ouachita County,Arkansas,1
2,1,Perry County,Arkansas,1
4,3,Perry County,Arkansas,1
33,1,Phillips County,Arkansas,1
55,3,Phillips County,Arkansas,1
3,1,Pike County,Arkansas,1
1,3,Pike County,Arkansas,1
10,1,Poinsett County,Arkansas,1
15,3,Poinsett County,Arkansas,1
4,1,Polk County,Arkansas,1
16,1,Pope County,Arkansas,1
9,3,Pope County,Arkansas,1
1,1,Prairie County,Arkansas,1
10,3,Prairie County,Arkansas,1
1137,1,Pulaski County,Arkansas,1
800,3,Pulaski County,Arkansas,1
4,1,Randolph County,Arkansas,1
3,3,Randolph County,Arkansas,1
208,1,Saline County,Arkansas,1
103,3,Saline County,Arkansas,1
4,1,Scott County,Arkansas,1
5,3,Scott County,Arkansas,1
115,1,Sebastian County,Arkansas,1
50,3,Sebastian County,Arkansas,1
3,1,Sevier County,Arkansas,1
2,3,Sevier County,Arkansas,1
1,1,Sharp County,Arkansas,1
1,3,Sharp County,Arkansas,1
29,1,St. Francis County,Arkansas,1
43,3,St. Francis County,Arkansas,1
2,1,Stone County,Arkansas,1
5,3,Stone County,Arkansas,1
91,1,Union County,Arkansas,1
123,3,Union County,Arkansas,1
2,1,Van Buren County,Arkansas,1
7,3,Van Buren County,Arkansas,1
146,1,Washington County,Arkansas,1
61,3,Washington County,Arkansas,1
36,1,White County,Arkansas,1
25,3,White County,Arkansas,1
2,1,Woodruff County,Arkansas,1
12,3,Woodruff County,Arkansas,1
5,1,Yell County,Arkansas,1
3,3,Yell County,Arkansas,1
9,1,,California,1
304,3,,California,1
12063,1,Alameda County,California,1
2975,3,Alameda County,California,1
1,1,Alpine County,California,1
20,1,Amador County,California,1
4,3,Amador County,California,1
162,1,Butte County,California,1
63,3,Butte County,California,1
30,1,Calaveras County,California,1
10,3,Calaveras County,California,1
14,1,Colusa County,California,1
6,3,Colusa County,California,1
5662,1,Contra Costa County,California,1
1589,3,Contra Costa County,California,1
21,1,Del Norte County,California,1
14,3,Del Norte County,California,1
234,1,El Dorado County,California,1
73,3,El Dorado County,California,1
1470,1,Fresno County,California,1
525,3,Fresno County,California,1
9,1,Glenn County,California,1
4,3,Glenn County,California,1
81,1,Humboldt County,California,1
25,3,Humboldt County,California,1
92,1,Imperial County,California,1
48,3,Imperial County,California,1
10,1,Inyo County,California,1
1041,1,Kern County,California,1
394,3,Kern County,California,1
139,1,Kings County,California,1
52,3,Kings County,California,1
34,1,Lake County,California,1
15,3,Lake County,California,1
7,1,Lassen County,California,1
9,3,Lassen County,California,1
24164,1,Los Angeles County,California,1
7952,3,Los Angeles County,California,1
91,1,Madera County,California,1
45,3,Madera County,California,1
353,1,Marin County,California,1
84,3,Marin County,California,1
15,1,Mariposa County,California,1
10,3,Mariposa County,California,1
17,1,Mendocino County,California,1
13,3,Mendocino County,California,1
314,1,Merced County,California,1
114,3,Merced County,California,1
1,1,Modoc County,California,1
3,3,Modoc County,California,1
4,1,Mono County,California,1
1,3,Mono County,California,1
444,1,Monterey County,California,1
167,3,Monterey County,California,1
241,1,Napa County,California,1
58,3,Napa County,California,1
45,1,Nevada County,California,1
13,3,Nevada County,California,1
10546,1,Orange County,California,1
2759,3,Orange County,California,1
830,1,Placer County,California,1
233,3,Placer County,California,1
6,1,Plumas County,California,1
5533,1,Riverside County,California,1
2036,3,Riverside County,California,1
5792,1,Sacramento County,California,1
1797,3,Sacramento County,California,1
58,1,San Benito County,California,1
14,3,San Benito County,California,1
5126,1,San Bernardino County,California,1
1707,3,San Bernardino County,California,1
8589,1,San Diego County,California,1
2350,3,San Diego County,California,1
2943,1,San Francisco County,California,1
817,3,San Francisco County,California,1
2551,1,San Joaquin County,California,1
816,3,San Joaquin County,California,1
216,1,San Luis Obispo County,California,1
69,3,San Luis Obispo County,California,1
4204,1,San Mateo County,California,1
937,3,San Mateo County,California,1
440,1,Santa Barbara County,California,1
156,3,Santa Barbara County,California,1
15064,1,Santa Clara County,California,1
3094,3,Santa Clara County,California,1
192,1,Santa Cruz County,California,1
74,3,Santa Cruz County,California,1
114,1,Shasta County,California,1
42,3,Shasta County,California,1
2,3,Sierra County,California,1
17,1,Siskiyou County,California,1
9,3,Siskiyou County,California,1
2007,1,Solano County,California,1
763,3,Solano County,California,1
505,1,Sonoma County,California,1
160,3,Sonoma County,California,1
871,1,Stanislaus County,California,1
289,3,Stanislaus County,California,1
268,1,Sutter County,California,1
112,3,Sutter County,California,1
25,1,Tehama County,California,1
20,3,Tehama County,California,1
1,1,Trinity County,California,1
3,3,Trinity County,California,1
326,1,Tulare County,California,1
107,3,Tulare County,California,1
36,1,Tuolumne County,California,1
12,3,Tuolumne County,California,1
1538,1,Ventura County,California,1
425,3,Ventura County,California,1
397,1,Yolo County,California,1
117,3,Yolo County,California,1
124,1,Yuba County,California,1
46,3,Yuba County,California,1
3,1,,Colorado,1
63,3,,Colorado,1
809,1,Adams County,Colorado,1
239,3,Adams County,Colorado,1
4,1,Alamosa County,Colorado,1
3,3,Alamosa County,Colorado,1
2041,1,Arapahoe County,Colorado,1
590,3,Arapahoe County,Colorado,1
5,1,Archuleta County,Colorado,1
2,3,Archuleta County,Colorado,1
1,1,Baca County,Colorado,1
2,1,Bent County,Colorado,1
338,1,Boulder County,Colorado,1
59,3,Boulder County,Colorado,1
113,1,Broomfield County,Colorado,1
25,3,Broomfield County,Colorado,1
1,1,Chaffee County,Colorado,1
10,1,Clear Creek County,Colorado,1
1,3,Clear Creek County,Colorado,1
1,1,Conejos County,Colorado,1
1,3,Conejos County,Colorado,1
4,3,Costilla County,Colorado,1
1,3,Crowley County,Colorado,1
1,1,Custer County,Colorado,1
10,1,Delta County,Colorado,1
4,3,Delta County,Colorado,1
1259,1,Denver County,Colorado,1
456,3,Denver County,Colorado,1
711,1,Douglas County,Colorado,1
105,3,Douglas County,Colorado,1
19,1,Eagle County,Colorado,1
12,3,Eagle County,Colorado,1
1391,1,El Paso County,Colorado,1
383,3,El Paso County,Colorado,1
22,1,Elbert County,Colorado,1
6,3,Elbert County,Colorado,1
10,1,Fremont County,Colorado,1
10,3,Fremont County,Colorado,1
21,1,Garfield County,Colorado,1
9,3,Garfield County,Colorado,1
2,1,Gilpin County,Colorado,1
4,3,Gilpin County,Colorado,1
4,1,Grand County,Colorado,1
1,3,Grand County,Colorado,1
4,1,Gunnison County,Colorado,1
1,3,Gunnison County,Colorado,1
2,1,Huerfano County,Colorado,1
1,3,Huerfano County,Colorado,1
547,1,Jefferson County,Colorado,1
135,3,Jefferson County,Colorado,1
1,1,Kit Carson County,Colorado,1
1,3,Kit Carson County,Colorado,1
42,1,La Plata County,Colorado,1
21,3,La Plata County,Colorado,1
2,1,Lake County,Colorado,1
1,3,Lake County,Colorado,1
265,1,Larimer County,Colorado,1
46,3,Larimer County,Colorado,1
7,1,Las Animas County,Colorado,1
3,3,Las Animas County,Colorado,1
3,3,Lincoln County,Colorado,1
7,1,Logan County,Colorado,1
1,3,Logan County,Colorado,1
60,1,Mesa County,Colorado,1
25,3,Mesa County,Colorado,1
3,1,Moffat County,Colorado,1
2,3,Moffat County,Colorado,1
10,1,Montezuma County,Colorado,1
9,3,Montezuma County,Colorado,1
9,1,Montrose County,Colorado,1
5,3,Montrose County,Colorado,1
10,1,Morgan County,Colorado,1
4,3,Morgan County,Colorado,1
6,1,Otero County,Colorado,1
2,3,Otero County,Colorado,1
12,1,Park County,Colorado,1
8,3,Park County,Colorado,1
7,1,Pitkin County,Colorado,1
3,3,Pitkin County,Colorado,1
2,1,Prowers County,Colorado,1
7,3,Prowers County,Colorado,1
110,1,Pueblo County,Colorado,1
44,3,Pueblo County,Colorado,1
2,1,Rio Blanco County,Colorado,1
2,1,Rio Grande County,Colorado,1
1,3,Rio Grande County,Colorado,1
6,1,Routt County,Colorado,1
2,3,Routt County,Colorado,1
1,3,Saguache County,Colorado,1
1,1,San Miguel County,Colorado,1
2,1,Sedgwick County,Colorado,1
1,3,Sedgwick County,Colorado,1
17,1,Summit County,Colorado,1
3,3,Summit County,Colorado,1
16,1,Teller County,Colorado,1
6,3,Teller County,Colorado,1
1,1,Washington County,Colorado,1
1,3,Washington County,Colorado,1
242,1,Weld County,Colorado,1
73,3,Weld County,Colorado,1
1,1,Yuma County,Colorado,1
6,3,,Connecticut,1
1379,1,Fairfield County,Connecticut,1
528,3,Fairfield County,Connecticut,1
1493,1,Hartford County,Connecticut,1
608,3,Hartford County,Connecticut,1
73,1,Litchfield County,Connecticut,1
30,3,Litchfield County,Connecticut,1
108,1,Middlesex County,Connecticut,1
58,3,Middlesex County,Connecticut,1
921,1,New Haven County,Connecticut,1
472,3,New Haven County,Connecticut,1
249,1,New London County,Connecticut,1
105,3,New London County,Connecticut,1
103,1,Tolland County,Connecticut,1
29,3,Tolland County,Connecticut,1
33,1,Windham County,Connecticut,1
18,3,Windham County,Connecticut,1
2,1,,Delaware,1
13,3,,Delaware,1
508,1,Kent County,Delaware,1
304,3,Kent County,Delaware,1
1620,1,New Castle County,Delaware,1
663,3,New Castle County,Delaware,1
201,1,Sussex County,Delaware,1
240,3,Sussex County,Delaware,1
5,3,,District of Columbia,1
2628,1,District of Columbia,District of Columbia,1
1254,3,District of Columbia,District of Columbia,1
21,1,,Florida,1
228,3,,Florida,1
355,1,Alachua County,Florida,1
282,3,Alachua County,Florida,1
13,1,Baker County,Florida,1
19,3,Baker County,Florida,1
198,1,Bay County,Florida,1
126,3,Bay County,Florida,1
13,1,Bradford County,Florida,1
26,3,Bradford County,Florida,1
684,1,Brevard County,Florida,1
305,3,Brevard County,Florida,1
4177,1,Broward County,Florida,1
2279,3,Broward County,Florida,1
6,1,Calhoun County,Florida,1
5,3,Calhoun County,Florida,1
95,1,Charlotte County,Florida,1
69,3,Charlotte County,Florida,1
70,1,Citrus County,Florida,1
51,3,Citrus County,Florida,1
505,1,Clay County,Florida,1
201,3,Clay County,Florida,1
209,1,Collier County,Florida,1
117,3,Collier County,Florida,1
48,1,Columbia County,Florida,1
103,3,Columbia County,Florida,1
12,1,DeSoto County,Florida,1
9,3,DeSoto County,Florida,1
2,1,Dixie County,Florida,1
8,3,Dixie County,Florida,1
2542,1,Duval County,Florida,1
1427,3,Duval County,Florida,1
527,1,Escambia County,Florida,1
359,3,Escambia County,Florida,1
149,1,Flagler County,Florida,1
74,3,Flagler County,Florida,1
4,1,Franklin County,Florida,1
3,3,Franklin County,Florida,1
88,1,Gadsden County,Florida,1
177,3,Gadsden County,Florida,1
7,1,Gilchrist County,Florida,1
7,3,Gilchrist County,Florida,1
7,1,Glades County,Florida,1
5,3,Glades County,Florida,1
4,1,Gulf County,Florida,1
13,3,Gulf County,Florida,1
10,1,Hamilton County,Florida,1
33,3,Hamilton County,Florida,1
11,1,Hardee County,Florida,1
4,3,Hardee County,Florida,1
17,1,Hendry County,Florida,1
11,3,Hendry County,Florida,1
142,1,Hernando County,Florida,1
80,3,Hernando County,Florida,1
54,1,Highlands County,Florida,1
39,3,Highlands County,Florida,1
2514,1,Hillsborough County,Florida,1
1258,3,Hillsborough County,Florida,1
7,1,Holmes County,Florida,1
15,3,Holmes County,Florida,1
90,1,Indian River County,Florida,1
72,3,Indian River County,Florida,1
34,1,Jackson County,Florida,1
63,3,Jackson County,Florida,1
16,1,Jefferson County,Florida,1
27,3,Jefferson County,Florida,1
1,1,Lafayette County,Florida,1
3,3,Lafayette County,Florida,1
440,1,Lake County,Florida,1
213,3,Lake County,Florida,1
603,1,Lee County,Florida,1
310,3,Lee County,Florida,1
495,1,Leon County,Florida,1
351,3,Leon County,Florida,1
21,1,Levy County,Florida,1
33,3,Levy County,Florida,1
1,1,Liberty County,Florida,1
5,3,Liberty County,Florida,1
18,1,Madison County,Florida,1
31,3,Madison County,Florida,1
335,1,Manatee County,Florida,1
144,3,Manatee County,Florida,1
290,1,Marion County,Florida,1
313,3,Marion County,Florida,1
65,1,Martin County,Florida,1
39,3,Martin County,Florida,1
2012,1,Miami-Dade County,Florida,1
1499,3,Miami-Dade County,Florida,1
32,1,Monroe County,Florida,1
9,3,Monroe County,Florida,1
55,1,Nassau County,Florida,1
26,3,Nassau County,Florida,1
335,1,Okaloosa County,Florida,1
150,3,Okaloosa County,Florida,1
22,1,Okeechobee County,Florida,1
15,3,Okeechobee County,Florida,1
2639,1,Orange County,Florida,1
1158,3,Orange County,Florida,1
539,1,Osceola County,Florida,1
281,3,Osceola County,Florida,1
2030,1,Palm Beach County,Florida,1
1072,3,Palm Beach County,Florida,1
531,1,Pasco County,Florida,1
252,3,Pasco County,Florida,1
748,1,Pinellas County,Florida,1
406,3,Pinellas County,Florida,1
760,1,Polk County,Florida,1
465,3,Polk County,Florida,1
24,1,Putnam County,Florida,1
42,3,Putnam County,Florida,1
206,1,Santa Rosa County,Florida,1
78,3,Santa Rosa County,Florida,1
188,1,Sarasota County,Florida,1
115,3,Sarasota County,Florida,1
665,1,Seminole County,Florida,1
308,3,Seminole County,Florida,1
381,1,St. Johns County,Florida,1
101,3,St. Johns County,Florida,1
614,1,St. Lucie County,Florida,1
329,3,St. Lucie County,Florida,1
59,1,Sumter County,Florida,1
26,3,Sumter County,Florida,1
13,1,Suwannee County,Florida,1
22,3,Suwannee County,Florida,1
5,1,Taylor County,Florida,1
15,3,Taylor County,Florida,1
3,1,Union County,Florida,1
17,3,Union County,Florida,1
436,1,Volusia County,Florida,1
255,3,Volusia County,Florida,1
32,1,Wakulla County,Florida,1
20,3,Wakulla County,Florida,1
41,1,Walton County,Florida,1
42,3,Walton County,Florida,1
15,1,Washington County,Florida,1
25,3,Washington County,Florida,1
20,1,,Georgia,1
139,3,,Georgia,1
9,1,Appling County,Georgia,1
37,3,Appling County,Georgia,1
1,1,Atkinson County,Georgia,1
13,3,Atkinson County,Georgia,1
4,1,Bacon County,Georgia,1
4,3,Bacon County,Georgia,1
6,1,Baker County,Georgia,1
8,3,Baker County,Georgia,1
47,1,Baldwin County,Georgia,1
69,3,Baldwin County,Georgia,1
2,1,Banks County,Georgia,1
5,3,Banks County,Georgia,1
137,1,Barrow County,Georgia,1
70,3,Barrow County,Georgia,1
89,1,Bartow County,Georgia,1
45,3,Bartow County,Georgia,1
20,1,Ben Hill County,Georgia,1
25,3,Ben Hill County,Georgia,1
12,1,Berrien County,Georgia,1
7,3,Berrien County,Georgia,1
335,1,Bibb County,Georgia,1
306,3,Bibb County,Georgia,1
9,1,Bleckley County,Georgia,1
7,3,Bleckley County,Georgia,1
2,1,Brantley County,Georgia,1
2,3,Brantley County,Georgia,1
16,1,Brooks County,Georgia,1
36,3,Brooks County,Georgia,1
130,1,Bryan County,Georgia,1
50,3,Bryan County,Georgia,1
68,1,Bulloch County,Georgia,1
58,3,Bulloch County,Georgia,1
29,1,Burke County,Georgia,1
48,3,Burke County,Georgia,1
25,1,Butts County,Georgia,1
19,3,Butts County,Georgia,1
17,1,Calhoun County,Georgia,1
24,3,Calhoun County,Georgia,1
90,1,Camden County,Georgia,1
61,3,Camden County,Georgia,1
4,1,Candler County,Georgia,1
10,3,Candler County,Georgia,1
157,1,Carroll County,Georgia,1
97,3,Carroll County,Georgia,1
29,1,Catoosa County,Georgia,1
24,3,Catoosa County,Georgia,1
5,1,Charlton County,Georgia,1
9,3,Charlton County,Georgia,1
793,1,Chatham County,Georgia,1
482,3,Chatham County,Georgia,1
2,1,Chattahoochee County,Georgia,1
2,3,Chattahoochee County,Georgia,1
5,1,Chattooga County,Georgia,1
6,3,Chattooga County,Georgia,1
399,1,Cherokee County,Georgia,1
127,3,Cherokee County,Georgia,1
140,1,Clarke County,Georgia,1
78,3,Clarke County,Georgia,1
1,1,Clay County,Georgia,1
9,3,Clay County,Georgia,1
1376,1,Clayton County,Georgia,1
829,3,Clayton County,Georgia,1
7,1,Clinch County,Georgia,1
9,3,Clinch County,Georgia,1
2954,1,Cobb County,Georgia,1
1075,3,Cobb County,Georgia,1
26,1,Coffee County,Georgia,1
40,3,Coffee County,Georgia,1
23,1,Colquitt County,Georgia,1
29,3,Colquitt County,Georgia,1
715,1,Columbia County,Georgia,1
203,3,Columbia County,Georgia,1
15,1,Cook County,Georgia,1
22,3,Cook County,Georgia,1
279,1,Coweta County,Georgia,1
